"rmsea","cfi","version","fac.corr","cor.resi","mech","place","per.miss","num.var.miss","num.cor","samp"
0.008713,0.001781,"FIML-C V0",0,0,0,"SF",0,"2",1,1000
0.008513,0.001756,"FIML-C V1",0,0,0,"SF",0,"2",1,1000
0.008543,0.001793,"FIML-C V2",0,0,0,"SF",0,"2",1,1000
0.008782,0.001802,"FIML-C V3",0,0,0,"SF",0,"2",1,1000
0.008713,0.001781,"FIML-C V4",0,0,0,"SF",0,"2",1,1000
0.007814,0.134188,"FIML-C V5",0,0,0,"SF",0,"2",1,1000
0.008713,0.001781,"FIML-C V6",0,0,0,"SF",0,"2",1,1000
0.008713,0.001781,"TS V0",0,0,0,"SF",0,"2",1,1000
0.008458,0.001743,"TS V1",0,0,0,"SF",0,"2",1,1000
0.008727,0.001789,"TS V2",0,0,0,"SF",0,"2",1,1000
0.007633,0.003271,"FIML",0,1,0,"SF",0,"2",1,1000
0.007633,0.003271,"FIML-C V0",0,1,0,"SF",0,"2",1,1000
0.007744,0.003276,"FIML-C V1",0,1,0,"SF",0,"2",1,1000
0.007708,0.00334,"FIML-C V2",0,1,0,"SF",0,"2",1,1000
0.007617,0.003273,"FIML-C V3",0,1,0,"SF",0,"2",1,1000
0.007633,0.003271,"FIML-C V4",0,1,0,"SF",0,"2",1,1000
0.008036,0.220383,"FIML-C V5",0,1,0,"SF",0,"2",1,1000
0.007633,0.003271,"FIML-C V6",0,1,0,"SF",0,"2",1,1000
0.007633,0.003271,"TS V0",0,1,0,"SF",0,"2",1,1000
0.007772,0.003276,"TS V1",0,1,0,"SF",0,"2",1,1000
0.007643,0.003272,"TS V2",0,1,0,"SF",0,"2",1,1000
0.005156,0.005212,"FIML",0,2,0,"SF",0,"2",1,1000
0.005156,0.005212,"FIML-C V0",0,2,0,"SF",0,"2",1,1000
0.005214,0.00523,"FIML-C V1",0,2,0,"SF",0,"2",1,1000
0.005177,0.00529,"FIML-C V2",0,2,0,"SF",0,"2",1,1000
0.005154,0.005213,"FIML-C V3",0,2,0,"SF",0,"2",1,1000
0.005156,0.005212,"FIML-C V4",0,2,0,"SF",0,"2",1,1000
0.005323,0.188837,"FIML-C V5",0,2,0,"SF",0,"2",1,1000
0.005156,0.005212,"FIML-C V6",0,2,0,"SF",0,"2",1,1000
0.005156,0.005212,"TS V0",0,2,0,"SF",0,"2",1,1000
0.005222,0.005232,"TS V1",0,2,0,"SF",0,"2",1,1000
0.00516,0.005215,"TS V2",0,2,0,"SF",0,"2",1,1000
